残差红,残差蓝,残差黑,异常率红,异常率黑,,绿色基准线,绿色基准线
0.083068285,0.071132672,0.059197059,1,0,,,
0.082938812,0.071572716,0.06020662,1,0,,,
0.08330281,0.072277574,0.061252338,1,0,,,
0.083124813,0.072207176,0.06128954,1,0,,,
0.08334868,0.07079237,0.05823606,1,0,,,
0.082100347,0.070397339,0.058694332,1,0,,,
0.083823825,0.072423708,0.061023591,1,0,,,
0.082241656,0.071119806,0.059997956,1,0,,,
0.081490654,0.070496635,0.059502616,1,0,,,
0.08178095,0.071580711,0.061380472,1,0,,,
0.082765415,0.072370034,0.061974653,1,0,,,
0.08384298,0.073514424,0.063185868,1,0,,,
0.084718085,0.074103968,0.06348985,1,0.025,,,
0.083577947,0.072983992,0.062390036,1,0.05,,,
0.08209964,0.074070899,0.066042158,1,0.075,,,
0.083769219,0.074589813,0.065410406,1,0.1,,,
0.082531517,0.073899674,0.06526783,1,0.125,,,
0.083961687,0.075499527,0.067037368,1,0.15,,,
0.084366297,0.075152561,0.065938825,1,0.175,,,
0.08457163,0.07541702,0.06626241,1,0.2,,,
0.08431414,0.075193837,0.066073534,1,0.225,,,
0.086314823,0.07597104,0.065627256,1,0.25,,,
0.086529844,0.074069301,0.061608759,1,0.275,,,
0.08664272,0.074517618,0.062392516,1,0.3,,,
0.086779695,0.074908686,0.063037676,1,0.325,,,
0.084679302,0.072424356,0.060169409,1,0.35,,,
0.087057891,0.073533647,0.060009403,1,0.375,,,
0.087631009,0.073751854,0.059872699,1,0.375,,,
0.087642787,0.074353993,0.061065199,1,0.375,,,
0.088638712,0.074946396,0.06125408,1,0.375,,,
0.088511031,0.073740912,0.058970794,1,0.375,,,
0.086364935,0.072824161,0.059283387,1,0.375,,,
0.085879963,0.07346253,0.061045097,1,0.375,,,
0.085840549,0.073412208,0.060983867,1,0.375,,,
0.087826195,0.074493644,0.061161093,1,0.375,,,
0.087327868,0.074925967,0.062524065,1,0.375,,,
0.08485058,0.073237728,0.061624876,1,0.375,,,
0.082310688,0.072148651,0.061986614,1,0.4,,,
0.082196204,0.071959324,0.061722444,1,0.425,,,
0.082736271,0.07212382,0.061511369,1,0.45,,,
0.086683492,0.074755094,0.062826696,1,0.475,,,
0.086227846,0.073486995,0.060746144,1,0.475,,,
0.086217118,0.073529969,0.06084282,1,0.475,,,
0.087486218,0.074413917,0.061341615,1,0.475,,,
0.085295299,0.073122539,0.06094978,1,0.475,,,
0.088899794,0.075569245,0.062238697,1,0.475,,,
0.091749744,0.077688813,0.063627883,1,0.475,,,
0.09220745,0.07828423,0.06436101,1,0.475,,,
0.093503431,0.079965297,0.066427163,1,0.475,,,
0.092702477,0.078889695,0.065076914,1,0.475,,,
0.090788896,0.077937231,0.065085566,1,0.475,,,
0.092450236,0.080530005,0.068609774,1,0.475,,,
0.091517938,0.081612004,0.071706069,1,0.45,,,
0.092848114,0.082420276,0.071992437,1,0.425,,,
0.092329604,0.083569096,0.074808589,1,0.4,,,
0.091131117,0.082214303,0.07329749,1,0.375,,,
0.089513526,0.081328686,0.073143846,1,0.35,,,
0.090824984,0.082174709,0.073524433,1,0.325,,,
0.090922622,0.080304828,0.069687035,1,0.3,,,
0.090866298,0.080399483,0.069932669,1,0.3,,,
0.093179614,0.081594423,0.070009232,1,0.3,,,
0.091117688,0.079959974,0.06880226,1,0.3,,,
0.091486674,0.080372317,0.06925796,1,0.3,,,
0.09153514,0.080389792,0.069244444,1,0.3,,,
0.093660307,0.081329114,0.068997921,1,0.275,,,
0.093947813,0.081950694,0.069953576,1,0.25,,,
0.094582482,0.080473116,0.066363751,1,0.225,,,
0.093444582,0.078032754,0.062620926,1,0.25,,,
0.09389325,0.079405024,0.064916797,1,0.275,,,
0.094211187,0.080034564,0.065857941,1,0.3,,,
0.094278622,0.080058138,0.065837654,1,0.325,,,
0.095239275,0.081203606,0.067167937,1,0.35,,,
0.095386363,0.081328791,0.067271219,1,0.375,,,
0.093827804,0.080308893,0.066789981,1,0.4,,,
0.090889982,0.078216636,0.065543291,1,0.425,,,
0.093412008,0.079257334,0.06510266,1,0.45,,,
0.093060857,0.080666843,0.068272828,1,0.475,,,
0.092857468,0.080763517,0.068669566,1,0.475,,,
0.093336471,0.081112393,0.068888315,1,0.475,,,
0.093316135,0.081084315,0.068852494,1,0.475,,,
0.091214619,0.078489718,0.065764818,1,0.475,,,
0.092644712,0.079035717,0.065426721,1,0.5,,,
0.091767998,0.078152981,0.064537965,1,0.525,,,
0.091344182,0.077386351,0.06342852,1,0.55,,,
0.091424126,0.07706272,0.062701315,1,0.575,,,
0.087379952,0.075223713,0.063067475,1,0.6,,,
0.08642906,0.074402604,0.062376148,1,0.625,,,
0.08805557,0.076381991,0.064708413,1,0.65,,,
0.086177512,0.074605735,0.063033957,1,0.675,,,
0.085300202,0.073987086,0.062673971,1,0.7,,,
0.085315403,0.074769662,0.06422392,1,0.725,,,
0.085695723,0.074853958,0.064012192,1,0.75,,,
0.086280609,0.075310548,0.064340488,1,0.775,,,
0.089160114,0.077003393,0.064846672,1,0.8,,,
0.090131332,0.078585642,0.067039953,1,0.825,,,
0.092313858,0.080116878,0.067919898,1,0.85,,,
0.092490511,0.079887579,0.067284648,1,0.875,,,
0.095328525,0.080981486,0.066634446,1,0.9,,,
0.096560712,0.083443001,0.070325291,1,0.925,,,
0.09718353,0.082882853,0.068582175,1,0.925,,,
0.097164876,0.083550204,0.069935531,1,0.925,,,
0.0953153,0.082001171,0.068687042,1,0.925,,,
0.095955726,0.082673001,0.069390277,1,0.925,,,
0.094763951,0.081210363,0.067656774,1,0.925,,,
0.094827861,0.081254335,0.067680808,1,0.95,,,
0.09396085,0.080828212,0.067695574,1,0.975,,,
0.094236891,0.082400263,0.070563636,1,1,,,
0.090816379,0.080924061,0.071031744,1,1,,,
0.08842032,0.078598748,0.068777176,1,1,,,
0.088350221,0.080102459,0.071854697,1,1,,,
0.088290745,0.08004125,0.071791756,1,1,,,
0.088642904,0.079502635,0.070362365,1,1,,,
0.087826095,0.079105852,0.070385609,,,,,
0.088169782,0.079881809,0.071593836,,,,,
0.088231528,0.079909781,0.071588035,,,,,
0.090457814,0.080630731,0.070803649,,,,,
0.091460669,0.081047851,0.070635032,,,,,
0.09446331,0.08243348,0.070403649,,,,,
0.094200553,0.082597992,0.07099543,,,,,
0.093924749,0.081829797,0.069734846,,,,,
0.094146061,0.082099739,0.070053417,,,,,
0.097152407,0.084765408,0.072378408,,,,,
0.098591437,0.085870123,0.073148809,,,,,
0.098623235,0.085987305,0.073351374,,,,,
0.098467419,0.085448374,0.07242933,,,,,
0.09736376,0.083323654,0.069283547,,,,,
0.097857974,0.083558025,0.069258076,,,,,
0.095829711,0.082575909,0.069322107,,,,,
0.095371973,0.083133314,0.070894656,,,,,
0.095434117,0.083870057,0.072305997,,,,,
0.095391178,0.083111408,0.070831639,,,,,
0.093690857,0.082605097,0.071519338,,,,,
0.091357009,0.08145422,0.071551431,,,,,
0.095570374,0.083038256,0.070506138,,,,,
0.09586601,0.082203695,0.06854138,,,,,
0.098136105,0.084627783,0.07111946,,,,,
0.097679855,0.084399046,0.071118237,,,,,
0.097930465,0.084609108,0.071287751,,,,,
0.098744875,0.086075061,0.073405246,,,,,
0.099920496,0.087087575,0.074254654,,,,,
0.100056859,0.086979176,0.073901493,,,,,
0.101187678,0.08747102,0.073754362,,,,,
0.101842569,0.08652326,0.071203951,,,,,
0.099009573,0.084694921,0.070380268,,,,,
0.098480746,0.085297354,0.072113962,,,,,
0.099685016,0.085703275,0.071721534,,,,,
0.09899726,0.08414225,0.069287239,,,,,
0.09937231,0.084383496,0.069394681,,,,,
0.099515191,0.084457633,0.069400074,,,,,
0.099274016,0.084345758,0.0694175,,,,,
0.101793931,0.086770364,0.071746797,,,,,
